Asset Name;Asset Description;BrandSubbrand;Created;Copyright;Tags;Path to Assets;Archived;New Filename;fileextension;group;clientteam;assettype;assetsubtype;year;campaign;productgroup;product;productsize;productsubtype;productgender;numberofpeople;person;teammarks;gender;shottype;sport;assetstatus;market;platformrights;jobid;No Tags;No Date
GAT_GTQ_28oz_NuestroSabor_LimeCucumberLimonPepino;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_NuestroSabor_LimeCucumberLimonPepino.psd;0;GAT_GTQ_28oz_NuestroSabor_LimeCucumberLimonPepino.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_NuestroSabor_MangoXtremo;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_NuestroSabor_MangoXtremo.psd;0;GAT_GTQ_28oz_NuestroSabor_MangoXtremo.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_NuestroSabor_TangerineMandarina;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_NuestroSabor_TangerineMandarina.psd;0;GAT_GTQ_28oz_NuestroSabor_TangerineMandarina.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_NuestroSabor_WatermelonCitrusSandiaCitrico;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_NuestroSabor_WatermelonCitrusSandiaCitrico.psd;0;GAT_GTQ_28oz_NuestroSabor_WatermelonCitrusSandiaCitrico.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_32oz_LSE_FP_Front_P_14_32346;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G2_32oz_LSE_FP_Front_P_14_32346.png;0;G2_32oz_LSE_FP_Front_P_14_32346.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_32oz_LSE_GF_Front_P_14_32015;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G2_32oz_LSE_GF_Front_P_14_32015.png;0;G2_32oz_LSE_GF_Front_P_14_32015.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_32oz_LSE_GR_Front_P_14_32348;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G2_32oz_LSE_GR_Front_P_14_32348.png;0;G2_32oz_LSE_GR_Front_P_14_32348.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_32oz_LSE_LL_Front_P_14_32253;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G2_32oz_LSE_LL_Front_P_14_32253.png;0;G2_32oz_LSE_LL_Front_P_14_32253.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_32oz_LSE_RM_Front_P_14_13153;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G2_32oz_LSE_RM_Front_P_14_13153.png;0;G2_32oz_LSE_RM_Front_P_14_13153.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_32oz_LSE_TB_Front_P_14_13152;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G2_32oz_LSE_TB_Front_P_14_13152.png;0;G2_32oz_LSE_TB_Front_P_14_13152.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_FC_GRP_Angle_15_32584;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_FC_GRP_Angle_15_32584.png;0;G_32oz_12pk_FC_GRP_Angle_15_32584.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_FC_GRP_Front_15_32584;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_FC_GRP_Front_15_32584.png;0;G_32oz_12pk_FC_GRP_Front_15_32584.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_FC_GRP_S_M_Angle_15_13354;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_FC_GRP_S_M_Angle_15_13354.png;0;G_32oz_12pk_FC_GRP_S_M_Angle_15_13354.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_FC_GRP_S_M_Front_15_13354;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_FC_GRP_S_M_Front_15_13354.png;0;G_32oz_12pk_FC_GRP_S_M_Front_15_13354.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_FC_LeLi_OR-TF_LeLi_S_FB_B_Front_15_32500;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_FC_LeLi_OR-TF_LeLi_S_FB_B_Front_15_32500.png;0;G_32oz_12pk_FC_LeLi_OR-TF_LeLi_S_FB_B_Front_15_32500.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_FC_LeLi_OR_TF_LeLi_S_FB_B_Angle_15_32500;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_FC_LeLi_OR_TF_LeLi_S_FB_B_Angle_15_32500.png;0;G_32oz_12pk_FC_LeLi_OR_TF_LeLi_S_FB_B_Angle_15_32500.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_Fc_LLS_FPB_OTF_Angle_15_32500;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_Fc_LLS_FPB_OTF_Angle_15_32500.tif;0;G_32oz_12pk_Fc_LLS_FPB_OTF_Angle_15_32500.tif;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_FC_M_Angle_15_32546;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_FC_M_Angle_15_32546.png;0;G_32oz_12pk_FC_M_Angle_15_32546.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_FC_M_Front_15_32546;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_FC_M_Front_15_32546.png;0;G_32oz_12pk_FC_M_Front_15_32546.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_FR_GF_Angle_15_32543;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_FR_GF_Angle_15_32543.png;0;G_32oz_12pk_FR_GF_Angle_15_32543.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_FR_GF_Front_15_32543;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_FR_GF_Front_15_32543.png;0;G_32oz_12pk_FR_GF_Front_15_32543.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12Pk_FrGF_FrRR_CB_Angle_15_13353;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12Pk_FrGF_FrRR_CB_Angle_15_13353.tif;0;G_32oz_12Pk_FrGF_FrRR_CB_Angle_15_13353.tif;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_CB_Angle_15_32591;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_CB_Angle_15_32591.png;0;G_32oz_12pk_ML_CB_Angle_15_32591.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_CB_Front_15_32591;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_CB_Front_15_32591.png;0;G_32oz_12pk_ML_CB_Front_15_32591.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_FP_Angle_15_32542;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_FP_Angle_15_32542.png;0;G_32oz_12pk_ML_FP_Angle_15_32542.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_FP_Front_15_32542;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_FP_Front_15_32542.png;0;G_32oz_12pk_ML_FP_Front_15_32542.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_GF_RR_CB_Angle_15_13353;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_GF_RR_CB_Angle_15_13353.png;0;G_32oz_12pk_ML_GF_RR_CB_Angle_15_13353.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_GF_RR_CB_Front_15_13353;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_GF_RR_CB_Front_15_13353.png;0;G_32oz_12pk_ML_GF_RR_CB_Front_15_13353.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_LeLi_Angle_15_32516;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_LeLi_Angle_15_32516.png;0;G_32oz_12pk_ML_LeLi_Angle_15_32516.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_LeLi_Front_15_32516;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_LeLi_Front_15_32516.png;0;G_32oz_12pk_ML_LeLi_Front_15_32516.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_LeLi_ORG_FP_Angle_15_32584;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_LeLi_ORG_FP_Angle_15_32584.png;0;G_32oz_12pk_ML_LeLi_ORG_FP_Angle_15_32584.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_LeLi_ORG_FP_Front_15_32584;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_LeLi_ORG_FP_Front_15_32584.png;0;G_32oz_12pk_ML_LeLi_ORG_FP_Front_15_32584.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_LL_Angle_15_32516;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_LL_Angle_15_32516.tif;0;G_32oz_12pk_ML_LL_Angle_15_32516.tif;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_LL_FP_Or_Angle_15_32501;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_LL_FP_Or_Angle_15_32501.tif;0;G_32oz_12pk_ML_LL_FP_Or_Angle_15_32501.tif;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_Or_Angle_15_32502;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_Or_Angle_15_32502.tif;0;G_32oz_12pk_ML_Or_Angle_15_32502.tif;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_ORG_Angle_15_32502;;VML;2013-01-29;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_ORG_Angle_15_32502.png;0;G_32oz_12pk_ML_ORG_Angle_15_32502.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_12pk_ML_ORG_Front_15_32502;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_12pk_ML_ORG_Front_15_32502.png;0;G_32oz_12pk_ML_ORG_Front_15_32502.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_Fc_BC_Front_P_14_10408;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_Fc_BC_Front_P_14_10408.png;0;G_32oz_LSE_Fc_BC_Front_P_14_10408.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_Fc_GR_Front_P_14_32323;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_Fc_GR_Front_P_14_32323.png;0;G_32oz_LSE_Fc_GR_Front_P_14_32323.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_Fr_GC_Front_P_14_10243;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_Fr_GC_Front_P_14_10243.png;0;G_32oz_LSE_Fr_GC_Front_P_14_10243.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_Fr_GF_Front_P_14_32326;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_Fr_GF_Front_P_14_32326.png;0;G_32oz_LSE_Fr_GF_Front_P_14_32326.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_Fr_RB_Front_P_14_32327;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_Fr_RB_Front_P_14_32327.png;0;G_32oz_LSE_Fr_RB_Front_P_14_32327.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_Fr_RSK_Front_P_14_32434;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_Fr_RSK_Front_P_14_32434.png;0;G_32oz_LSE_Fr_RSK_Front_P_14_32434.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_ML_FP_Front_P_14_32320;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_ML_FP_Front_P_14_32320.png;0;G_32oz_LSE_ML_FP_Front_P_14_32320.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_ML_LL_Front_P_14_32322;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_ML_LL_Front_P_14_32322.png;0;G_32oz_LSE_ML_LL_Front_P_14_32322.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_ML_OR_Front_P_14_32321;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_ML_OR_Front_P_14_32321.png;0;G_32oz_LSE_ML_OR_Front_P_14_32321.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_ML_SL_Front_P_14_10296;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_ML_SL_Front_P_14_10296.png;0;G_32oz_LSE_ML_SL_Front_P_14_10296.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_NS_TAN_Front_P_14_13482;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_NS_TAN_Front_P_14_13482.png;0;G_32oz_LSE_NS_TAN_Front_P_14_13482.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_32oz_LSE_NS_WC_Front_P_14_13227;;VML;2014-01-22;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/G_32oz_LSE_NS_WC_Front_P_14_13227.png;0;G_32oz_LSE_NS_WC_Front_P_14_13227.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Fierce_BlueCherry;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Fierce_BlueCherry.psd;0;GAT_GTQ_32oz_Fierce_BlueCherry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Fierce_FruitPunchBerry;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Fierce_FruitPunchBerry.psd;0;GAT_GTQ_32oz_Fierce_FruitPunchBerry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Fierce_Grape;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Fierce_Grape.psd;0;GAT_GTQ_32oz_Fierce_Grape.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Fierce_GreenApple;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Fierce_GreenApple.psd;0;GAT_GTQ_32oz_Fierce_GreenApple.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Fierce_Melon;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Fierce_Melon.psd;0;GAT_GTQ_32oz_Fierce_Melon.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Fierce_Strawberry;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Fierce_Strawberry.psd;0;GAT_GTQ_32oz_Fierce_Strawberry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Frost_ArcticBlitz;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Frost_ArcticBlitz.png;0;GAT_GTQ_32oz_Frost_ArcticBlitz.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Frost_GlacierCherry;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Frost_GlacierCherry.psd;0;GAT_GTQ_32oz_Frost_GlacierCherry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Frost_GlacierFreeze;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Frost_GlacierFreeze.psd;0;GAT_GTQ_32oz_Frost_GlacierFreeze.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Frost_IcyCharge;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Frost_IcyCharge.png;0;GAT_GTQ_32oz_Frost_IcyCharge.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Frost_OrangeStraw;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Frost_OrangeStraw.psd;0;GAT_GTQ_32oz_Frost_OrangeStraw.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Frost_RainBerry;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Frost_RainBerry.psd;0;GAT_GTQ_32oz_Frost_RainBerry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Frost_RainLime;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Frost_RainLime.psd;0;GAT_GTQ_32oz_Frost_RainLime.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Frost_RainStrawKiwi;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Frost_RainStrawKiwi.psd;0;GAT_GTQ_32oz_Frost_RainStrawKiwi.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Frost_RiptideRush;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Frost_RiptideRush.psd;0;GAT_GTQ_32oz_Frost_RiptideRush.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Frost_TropicalMango;;VML;2013-06-09;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Frost_TropicalMango.psd;0;GAT_GTQ_32oz_Frost_TropicalMango.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_G2_BlueberryPomegranate;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_G2_BlueberryPomegranate.psd;0;GAT_GTQ_32oz_G2_BlueberryPomegranate.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_G2_FruitPunch;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_G2_FruitPunch.psd;0;GAT_GTQ_32oz_G2_FruitPunch.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_G2_GlacierFreeze;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_G2_GlacierFreeze.psd;0;GAT_GTQ_32oz_G2_GlacierFreeze.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_G2_Grape;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_G2_Grape.psd;0;GAT_GTQ_32oz_G2_Grape.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_G2_LemonLime;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_G2_LemonLime.psd;0;GAT_GTQ_32oz_G2_LemonLime.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_G2_Orange;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_G2_Orange.psd;0;GAT_GTQ_32oz_G2_Orange.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_G2_RaspberryLemonade;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_G2_RaspberryLemonade.psd;0;GAT_GTQ_32oz_G2_RaspberryLemonade.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_G2_RaspberryMelon;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_G2_RaspberryMelon.psd;0;GAT_GTQ_32oz_G2_RaspberryMelon.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_G2_TropicalBlend;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_G2_TropicalBlend.psd;0;GAT_GTQ_32oz_G2_TropicalBlend.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Mainline_CitrusCooler;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Mainline_CitrusCooler.psd;0;GAT_GTQ_32oz_Mainline_CitrusCooler.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_32oz_Mainline_CoolBlue;;VML;2013-05-15;;;Desktop/_To Bynder/Product Renders/GTQ/32 Oz/GAT_GTQ_32oz_Mainline_CoolBlue.psd;0;GAT_GTQ_32oz_Mainline_CoolBlue.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
